Oatmeal Bread|32.59|||7278060|16|Simply Organic
Oatmeal Bread|46.06|||746990|37|Godiva
Oatmeal Bread|39.08|1|Slice|7314930|66|Hartz
Oatmeal W/ Raisins Cookies|46.98|||634358|81|Cascade
Oatmeal|28.89|||556536|68|Hometown Bagel
Oatmeal|42.17|||6344186|34|Monster
Oatmeal|23.01|||6030842|102|Marco Polo
Oatmeal|24.12|||8984060|27|Lysol
Ocean Perch|15.24|||192000|60|Ahold
Okra Pods|32.91|8|Pods|388610|41|Goody
Olive Oil|11.7|||7673350|28|Kiss My Face
Olive Oil|43.97|||192008|65|Healthy Choice
Olives|34.01|||273930|90|Three Twins Ice Cream
Olives|40.11|||362000|54|9ec01921-54b8-11e0-b059-005056957023
Onion Powder|20.41|||8400401|37|Chi-chis
Onion Rings|21.25|||960020|98|Weight Watchers Smart Ones
Onion Soup|39.78|||726554|91|Oscar Mayer
Onion Soup|23.68|||8998430|67|Del Monte
Onions|30.29|||6438432|20|Wahl
Onions|17.69|||413221|61|Minute Maid
Onions|40.99|||413223|89|Companion
Onions|30.08|||7618090|104|Chocobutter
Orange + Grapefruit Juce|45.81|1|Cup|411180|24|Reach
Orange Juice|18.73|1|Cup|308781|44|Dr. Teals
Orange Juice|17.74|1|Cup|8107570|86|Baycliff
Orange Juice|15.97|1|Cup|314931|86|Post-it
Orange Juice|16.39|6|fl|722482|71|Lipton
Orange Juice|20.77|||702005|10|Master Of Mixes
Orange Soda|18.06|||714290|28|Fiji
Oranges|12.46|1|Orange|7089719|33|Ahold
Oranges|10.16|||722487|69|Ahold
Oregano|17.53|||718400|45|Purina
Oysters|44.19|||360001|104|Hostess
Oysters|31.21|1|Cup|360002|108|Nescafe
Pancakes|36.61|||216643|48|Ahold
Pancakes|45.36|||360003|58|Di Bruno Bros.
Pancakes|15.21|||312900|40|Tabatchnick
Papayas|35.87|1|Cup|431686|101|Aunt Jemima
Paprika|27.32|||431687|82|Xtra
Parmesan Cheese|35.65|1|Cup|360004|98|Tetley
Parmesan Cheese|18.31|1|Tbsp|431689|76|Nivea
Parmesan Cheese|16.65|1|oz|6086230|83|Revlon
Parsley|41.07|1|Tbsp|231000|77|Gwaltney
Parsley|32.82|10|Sprig|231003|77|Ecosmart
Parsnips|28.99|||110174|95|Mt. Olive
Pasterzd Proces Cheese|15.11|1|oz|769635|53|Bounty
Pasterzd Proces Cheese|25.53|1|oz|145000|91|Enfamil
Pasterzd Proces Chese Food|33.51|1|oz|747115|23|Duracell
Pasterzd Proces Chese Spred|25.4|1|oz|454256|18|Mccormick
Pea Beans|39.27|||706170|39|Olay
Pea|18.07|||413310|71|Diamond
Peach Pie|34.89|||239232|42|Leggs
Peach Pie|26.61|||239233|90|Chock Full Onuts
Peaches|47.24|||239237|74|Wild Delight
Peaches|28.42|||485000|104|Goody
Peaches|22.45|||939662|76|Utz
Peaches|17.39|||3057301|71|Marzetti
Peaches|41.65|1|Cup|7319191|80|Johnsons
Peaches|17.63|||7315095|62|Red Rose
Peaches|44.3|||413336|60|Hanover
Peaches|25.86|||411290|20|Hood
Peaches|36.39|1|Peach|241311|51|Covergirl
Peaches|37.66|||3069602|12|Birds Eye
Peanut Butter|14.6|||6166180|24|Jones Dairy Farm
Peanut Butter Cookie|10.63|4|Cookie|8580780|42|Careone
Peanut Oil|45.58|||3057328|70|Olay
Peanut Oil|45.59|||270004|61|Knorr
Peanuts|11.19|||734901|59|Snack Pack
Peanuts|23.8|||227001|20|Munchies
Peanuts|14.77|||8984250|84|Russell Stover
Peanuts|43.48|||497338|36|Lofthouse
Pears|30.3|||431801|48|Betty Crocker
Pears|32.21|||8179390|27|Salonpas
Pears|28.81|||440000|13|Pepsi
Pears|39.6|||833220|64|Eggo
Pears|20.72|||8351430|58|Applied Nutrition
Pears|29.91|||141000|93|Fungi Nail
Pears|44.66|||743121|51|Turkey Hill
Peas|48.74|||743123|28|Eo Products
Peas|39.39|||607958|12|Maiers
Peas|37.88|||607959|26|Fage
Peas|21.62|||866007|36|Ahold
Peas|18.79|||741087|75|Wise
Pecan Pie|14.79|||780000|84|Gatorade
Pecan Pie|44.35|||8849121|30|Ahold
Pecans|30.34|1|Cup|780001|50|Re-nu
Pecans|14.18|1|oz|6721250|56|Natures Promise
Pepper|17.22|1|Tsp|831201|65|Goya
Peppers|11.02|||710380|32|Snack Pack
Peppers|32.23|||366320|21|Chore Boy
Peppers|18.89|||714483|53|The Better Chip
Peppers|28.11|||132862|34|Peanut Butter & Co.
Peppers|40.65|||415487|90|Lean Cuisine
Peppers|29.31|||718591|72|The Buffalo Guys
Pepper-Type Soda|41.43|||352002|91|Jeanmarie Creations
Pickles|40.77|||218884|65|Peapod
Pickles|41.63|||8570630|45|Floridas Natural Growers
Pickles|33.77|||706310|95|Campbells
Piecrust|37.24|2|Crust|417550|52|Stp
Piecrust|46.48|1|Shell|522000|46|Belgioioso
Pine Nuts|44.49|||8791830|44|Ahold
Pineapple Juice|46.48|||3815190|27|Careone
Pineapple|48.48|||513819|49|Usda Produce
Pineapple|40.48|||7395100|21|Learning Curve
Pineapple|38.46|||206620|83|Scotch
Pineapple|17.05|||8175390|93|Morton
Pineapple|18.99|||180000|35|Blakes
Pineapple-Grapefruit Juicedrnk|39.17|||225061|67|Mee Tu
Pinto Beans|11.7|||225064|90|Goodnites
Pistachio Nuts|10.3|||751400|19|Usda Produce
Pita Bread|35.98|||794410|82|Carolina
Pizza|32.59|1|Slice|712491|13|Natures Way
Plantains|32.41|1|Cup|712492|10|Earth Balance
Plantains|17.81|1|Plantn|7350060|83|Gerber
Plums|26.84|||724779|32|Cheerios
Plums|14.87|||7051055|94|Fiber Choice
Plums|42.58|||350004|29|Cains
Plums|30.61|||415542|73|Softsoap
Plums|37.19||1-1/2-In|350007|22|Domo
Plums|16.82||2-1/8-In|520001|106|International Collection
Popcorn|23.73|||728900|109|Utz
Popcorn|12.71|||7186244|18|Sobe
Popcorn|28.77|1|Cup|8974150|72|Artskills
Popsicle|16.81|||431943|60|Delallo
Pork Chop|10.44|||8181580|37|Dominex
Pork Chop|30.74|||716621|30|Zak!
Pork Chop|38.09|||814926|38|Tylenol
Pork Chop|38.43|||8175440|79|Purell
Pork Fresh Ham|45.27|||178001|71|Chloraseptic
Pork Fresh Ham|45.28|||6895440|22|Horizons
Pork Fresh Rib|28.54|||8998740|40|Bob Evans
Pork Fresh Rib|11.18|||165719|49|Thicker Fuller Hair
Pork Shoulder|45.2|||737114|51|Quaker
Pork Shoulder|17.08|||706400|73|Santa Barbara Olive Co.
Pork|45.16|||337761|60|Ahold
Pork|38.42|||337760|22|Natures Promise
Pork|34.01|||8869732|59|Pillsbury
Pork|10.1|||6371181|31|Daisy
Pork|10.61|||8851316|54|Wolfgang Puck
Pork|49.64|||8851317|80|Manischewitz
Pork|48.41|||708470|29|Batchelors
Pork|33.89|||262007|57|Pringles
Pork|45.25|||769910|76|Poochie
Pork|24.48|||442240|51|Baby Magic
Potato Chips|44.93|||374660|27|Aurora Natural
Potato Salad Made W/ Mayonnais|11.39|||714630|75|Heinz
Potatoes|26.35|||7430027|109|Centrum
Potatoes|11.34|||485260|46|Burgers By Amylu
Potatoes|29.03|1|Potato|8165260|76|Usda Produce
Potatoes|36.92|1|Potato|2148249|106|Fit
Potatoes|41.18|||724890|83|Amore
Potatoes|16.42|||7190427|31|Mcconnells
Potatoes|39.67|||516000|20|Companion
Potatoes|13.85|||260000|26|Ghirardelli
Potatoes|43.59|||6160290|16|Stride
Potatoes|28.41|||186277|16|Leggs
Potatoes|33.1|||757672|67|Kings Hawaiian
Potatoes|46.08|||729000|78|Tropicana
Potatoes|33.58|||712620|20|Ahold
Potatoes|32.22|||430000|107|Sneaky Petes
Pound Cake|49.52|1|Loaf|174001|61|Prince
Pound Cake|43.82|1|Slice|778171|62|Lifestyles
Pound Cake|45.82|1|Loaf|7389120|40|Jell-o
Pound Cake|34.5|1|Slice|706500|21|K-9 Cookhouse
Pretzels|30.45|10|Pretz|2197445|93|Atkins
Pretzels|35.85|||8337350|89|Spectrum Essentials
Pretzels|22.03|||452551|60|Bantry Bay Premium Seafoods
Product 19 Cereal|39.59|||3004363|20|Lubriderm
Provolone Cheese|40.54|||7892939|56|Natural Brew
Prune Juice|37.14|1|Cup|706508|31|Marzetti
Prunes|13.9|5|Large|301005|57|Zatarains
Prunes|25.76|||258000|57|Cosmos
Pudding|25.07|||466898|35|Tide +
Pudding|16.42|||415701|64|Rainbow Light
Pudding|22.04|||727000|74|Heartland Meadow
Pudding|43.38|||727001|35|Goody
Pudding|30.91|||288730|50|Ahold
Pudding|12.72|||8703970|23|Fruit2o
Pudding|42.89|||704500|45|Propel
Pudding|20.42|||704501|98|Ben & Jerrys
Pudding|43.67|||2125818|32|R.w. Knudsen
Pumpernickel Bread|41.89|||8208380|35|Langers
